"player","war","all_stars"
"fairlro01",35.1,2
"falcope01",-1.4,0
"falkbi01",22.8,0
"falkecy01",-2.4,0
"familje01",0.1,1
"farmeed01",-0.5,1
"farnsky01",-0.1,0
"farredo01",-1.3,0
"farredu01",31.1,0
"farreja02",18.7,0
"farretu01",-0.6,5
"farrst01",0,0
"fasansa01",1.7,0
"fasseje01",-1.4,0
"feldemi01",3.1,0
"feldmsc01",-0.3,0
"felizmi01",0,0
"felizne01",0,1
"felizpe01",5.6,0
"fellebo01",-1.7,8
"fergual01",-4.5,0
"fergubo01",15.8,0
"fergujo01",21,0
"fermife01",1.8,0
"fernaal01",0.8,0
"fernasi01",1.3,2
"fernato01",45.3,5
"ferreri01",30.8,8
"ferrewe01",11.3,2
"ferrito01",0.3,0
"fettemi01",0,0
"fewstch01",-2.4,0
"fickro01",2.2,1
"fieldce01",17.2,3
"fieldpr01",23.8,6
"fienca01",0,0
"fiersmi01",-0.8,0
"figgich01",22,1
"figuene01",0.4,0
"fingero01",0.6,7
"finlech01",-0.4,5
"finlest01",44.2,2
"finnelo01",3.8,1
"fischbi01",-0.1,0
"fischca01",-1.8,0
"fischmi01",-1.4,0
"fisheed02",-0.6,1
"fisheja01",-0.9,0
"fishera01",-0.7,0
"fiskca01",68.5,11
"fistedo01",0.1,0
"fitzged01",1.4,0
"fitzgmi02",2.1,0
"fitzmal01",0.8,0
"fitzsfr01",2.2,0
"flackma01",11.8,0
"flagsir01",18.5,0
"flahejo01",1.6,0
"flahepa02",0.7,0
"flanami01",0,1
"flannti01",9.1,0
"fletcar01",47.1,0
"fletcda01",7.6,1
"fletcel01",33.3,1
"fletcsc01",32,0
"flickel01",52.7,0
"flintsi01",7.8,0
"floodcu01",41.9,3
"florera01",-0.1,0
"florewi01",7,0
"floribr01",0,0
"floweja01",2.3,0
"flowety01",8.1,0
"floydcl01",25.9,1
"floydga01",-0.7,0
"flynndo01",-6.9,0
"foileha01",4.8,1
"foleyto02",5.6,0
"foliti01",5.7,0
"fonsele01",14.1,0
"fontwi01",0.1,0
"footeba01",3.3,0
"forceda01",17.6,0
"fordda01",11.9,0
"fordho01",10.5,0
"fordwh01",3.5,10
"fordybr01",1.7,0
"foremfr01",1.5,0
"fornimi01",-0.8,1
"forscbo01",5.7,0
"forscke01",-1,2
"forstte01",1.8,0
"forsylo01",12.1,0
"fossato01",0,0
"fossera01",12.8,2
"fosteal01",-1.1,0
"fosteed02",24.1,0
"fostege01",44.1,5
"fothebo01",14,0
"foulkke01",-0.1,1
"fournja01",41.4,0
"foutzda01",12.8,0
"fowlede01",19.4,1
"fowledi01",-0.4,0
"foxan01",-0.5,0
"foxch02",-0.1,0
"foxne01",49.5,15
"foxpe01",16.1,1
"foxxji01",92.3,9
"foytapa01",-0.2,0
"francbe01",2.5,0
"francfr01",0,0
"francje01",-0.5,0
"francje02",6.8,0
"francjo01",-0.1,4
"francju01",43.6,3
"francte01",-3.1,0
"francti01",14,1
"frankfr02",1.8,1
"frankry01",-0.1,1
"frasech01",-2.8,0
"frasoja01",0,0
"frazige01",-0.2,0
"frazito01",25.2,2
"freehbi01",44.8,11
"freelry01",8.8,0
"freembu01",24.1,0
"freemfr01",49,6
"freemma02",-0.5,0
"freesda01",18.7,1
"freesge02",8.6,0
"fregoji01",48.7,6
"frencla01",0.4,1
"freylo01",44.5,3
"freyst01",0,0
"friaspe01",-4.8,0
"fribebe01",4.5,0
"frienbo01",-5.9,4
"frierer01",0,0
"friscfr01",71.8,3
"friseda01",0.3,0
"frommar01",-1.2,0
"frymatr01",34.4,5
"frymawo01",-1.2,2
"fuentbr01",0,4
"fuentti01",11.7,0
"fuldsa01",5.1,0
"fulmech01",8.8,0
"furcara01",NA,NA
"furilca01",34.6,2
"gabrile02",1.7,0
"gaettga01",42.1,2
"gagliph01",2.3,0
"gagneer01",0,3
"gagnegr01",26.3,0
"gainede01",7.9,0
"galanau01",45.4,3
"galaran01",31.7,5
"galehde01",-4.1,0
"gallada01",4.9,0
"gallayo01",3.1,1
"gallemi01",17,0
"gallibe01",-0.9,0
"galloch01",-2.5,0
"gallojo01",14.7,2
"galvifr01",9.5,0
"galvipu01",-9.8,0
"gamblos01",22.9,0
"gantnji01",22.4,0
"gantro01",34.1,2
"ganzech01",8,0
"garagjo01",8.1,0
"garbege01",0.2,0
"garceri01",-0.1,0
"garciav01",9.8,1
"garcica01",1,1
"garcida01",7.2,2
"garcifr02",NA,NA
"garcija01",0.1,0
"garcija02",0.5,0
"garcika01",-3.2,0
"garciki01",4.9,0
"garcile02",4.2,0
"garcilu03",0,0
"garcimi01",-0.3,3
"garcino01",44.3,6
"gardnbi02",3.1,0
"gardnbr01",44.3,1
"gardngi01",1.4,0
"gardnla01",48.3,0
"gardnma01",-1.4,0
"gardnro01",-0.3,0
"garlajo01",0.1,1
"garmami01",-0.3,0
"garmsde01",11.5,0
"garnedu01",1.6,0
"garneph01",29.7,3
"garresc01",-0.2,1
"garrewa01",16.8,0
"garrra01",14.8,1
"garvene01",4.3,1
"garvest01",38,10
"garzama01",-1.8,0
"gastoci01",-0.8,1
"gastomi01",-0.1,0
"gaudich01",-0.5,0
"gausmke01",-0.2,1
"gearrco01",0,0
"gedmari01",9.6,2
"gehrich01",84.8,6
"gehrilo01",113.6,7
"geigega01",8.7,0
"gelbech01",9.4,0
"genewjo01",-0.3,0
"gentiji01",17,6
"gentrcr01",9.7,0
"gerbewa01",4.5,0
"gerhajo01",7,0
"germaes01",1.6,0
"germaju01",0.3,0
"gernedi01",6.6,0
"geronce01",13,0
"gessldo01",16.6,0
"getzich01",-0.9,0
"gharrpa01",8,0
"giambja01",50.5,5
"gibbojo01",-0.3,0
"gibbsja01",6.7,0
"gibsobo01",7.5,9
"gibsoge01",14.8,0
"gibsoki01",38.4,0
"gibsoky01",0.3,1
"gilesbr02",51.1,2
"gilkebe01",21.6,0
"gilliba01",7.2,0
"gilliji01",45.1,4
"gimench01",0.7,0
"ginsbjo01",0,0
"girarjo01",5.6,1
"giustda01",2.7,1
"givenmy01",0,0
"gladdda01",15.5,0
"gladdfr01",-1,0
"glanvdo01",10.9,0
"glassja01",62,0
"glaustr01",38.1,4
"glavito02",6.8,10
"gleaski01",8.8,0
"gleatje01",0,0
"gloadro01",-0.3,0
"glovega01",-0.2,0
"glynned01",-0.2,0
"goldspa01",58.5,7
"goltzda01",-0.4,0
"gomesjo01",3.5,0
"gomesya01",17.6,1
"gomezca01",24.4,2
"gomezch02",-1.4,0
"gomezje01",0,0
"gomezle01",-4.5,7
"gomezru01",-0.2,0
"gondeje01",1.9,0
"gonzaad01",43.5,5
"gonzaal01",11.2,0
"gonzaal02",9.4,1
"gonzaca01",24.4,3
"gonzaed01",0,0
"gonzagi01",-1.5,2
"gonzajo02",0,0
"gonzaju03",38.7,3
"gonzalu01",51.6,5
"gonzama01",14.1,0
"gonzami01",9.4,0
"gonzami02",0.1,0
"gonzare01",4.2,0
"gonzato01",27,0
"goochjo01",4.4,0
"goodedw01",4.8,4
"goodmbi01",27.2,2
"goodmiv01",25,2
"goodwi01",3.6,0
"goodwto01",8.5,0
"gordoal01",34.5,3
"gordode01",12.7,2
"gordojo01",55.8,9
"gordosi01",38.3,2
"gordoto01",-0.1,3
"gorege01",39.9,0
"gorzeto01",-1.2,0
"gosgeji01",2.2,0
"gosligo01",66.4,1
"gossari01",-0.5,9
"gosseph01",-0.3,0
"gotayju01",0.7,0
"gottji01",0.7,0
"gowdyha01",23.8,0
"grabojo02",-0.1,0
"gracema01",46.4,3
"gradymi01",17.7,0
"graffto01",15.1,0
"grammal01",7.3,0
"grandcu01",47.2,3
"grandya01",20.3,2
"graneja01",14.3,0
"grangwa01",-0.1,0
"granted01",4.5,0
"grantge01",33.4,0
"grantma01",-0.1,0
"grantmu01",1.8,2
"graveda01",-0.4,2
"graydo02",-0.1,0
"grayso01",-0.2,2
"grayte01",-1,1
"grebecr01",10.2,0
"greendi01",16.1,0
"greenha01",55.5,5
"greenle01",8.2,0
"greenmi01",25.8,2
"greenni01",-0.3,0
"greensh01",34.7,2
"greensh02",-0.1,1
"greento02",-2.9,0
"greenwi01",3.1,0
"gregelu01",0,0
"greggke01",-0.1,0
"greggto01",-1.3,0
"gregodi01",17.8,0
"greinza01",5.1,6
"grichbo01",71.1,6
"grievbe01",8.4,1
"griffal01",3,1
"griffcl01",3.9,0
"griffke01",34.5,3
"griffke02",83.8,13
"griffmi01",40.8,0
"griffto01",7.5,0
"griffto02",1.3,0
"grillja01",0.1,1
"grimbo01",-0.4,1
"grimebu01",6.1,0
"grimeos01",6.3,1
"grimjo01",9.6,0
"grimmch01",12.4,0
"grimmju01",-0.1,0
"grimsja01",-0.1,0
"grimsro02",-1.3,1
"grissle01",-1,1
"grissma01",-0.9,1
"grissma02",29.6,2
"groatdi01",36.9,8
"grohhe01",48.4,0
"gromest01",2.5,1
"groombo01",-4.1,0
"groombu01",0,0
"grossgr01",12.5,0
"grosske01",1.9,1
"grossro01",10.3,0
"grosswa01",15,1
"groteje01",15.1,2
"grothjo01",5.8,0
"grovele01",-6.5,6
"groveor01",-0.8,1
"grubbjo01",16.6,1
"grubeke01",16.4,2
"grudzma01",26.5,1
"guantce01",-0.4,0
"guarded01",0,2
"gubicma01",NA,NA
"guerrja01",0,0
"guerrma02",0,0
"guerrmi01",-3.2,0
"guerrpe01",34.5,5
"guerrvl01",59.5,9
"guerrwi01",-1.8,0
"guettle01",0.1,0
"guidrro01",0,4
"guillca01",27.7,3
"guilljo01",6.4,0
"guilloz01",21,3
"gullibi01",-0.3,0
"gumbead01",4.5,0
"gumbeha01",-0.2,0
"gumpera01",-0.8,1
"gundeer01",0,0
"gurala01",-0.1,1
"gustifr01",8.6,3
"guthrje01",-0.3,0
"guthrma01",-0.1,0
"gutiefr01",18.2,0
"gutieri01",-1.4,0
"guttedo01",1.5,0
"guzmacr01",12.6,2
"guzmaju01",-0.2,1
"gwynnch01",-1.4,0
"gwynnto01",69.2,15
"haasbe01",5.4,1
"haasmo01",0,0
"haasmu01",12.5,0
"habyajo01",0,0
"hackewa02",-0.4,0
"hackst01",55.5,5
"haddiha01",3.4,3
"hadlebu01",-0.2,0
"haefnmi01",1.7,0
"hafeych01",31.2,1
"hafnetr01",24.8,0
"haineje01",-3.1,0
"hairsje01",6.2,0
"hairsje02",13.2,0
"hairssc01",6.5,0
"halamjo01",0,0
"haleda02",-0.4,0
"haleod01",14.8,0
"halesa01",13,0
"hallabi01",-1.7,1
"hallaro01",-1.1,8
"hallbi03",9.6,0
"halldi01",-0.9,0
"halleto01",29.3,3
"hallji02",13.8,2
"hallmbi01",7.2,0
"hallme01",8.7,0
"hallto01",-0.3,0
"hallto02",4.7,0
"hamelco01",1,4
"hamilbi01",63.2,0
"hamilbi02",10,0
"hamilda01",0.1,0
"hamilda02",16.7,0
"hamilea01",-0.9,0
"hamilja01",-0.8,0
"hamiljo02",-1,0
"hamilst01",-0.1,0
"hammaat01",-1.2,1
"hammeja01",-0.5,0
"hammoch01",2.5,0
"hammoje01",8.6,1
"hamnegr01",19.3,3
"hamptmi01",7.5,2
"handbr01",-0.6,3
"handlle01",6.4,0
"handsbi01",-2.6,0
"haneych01",-0.2,0
"haneyla01",0.1,0
"hanigry01",9.2,0
"hankifr01",5.4,0
"hanlone01",18.1,0
"hannaji01",-1.2,0
"hanseda01",3.7,0
"hansero02",24.1,2
"hansoer01",-0.2,1
"happja01",-0.4,1
"haranaa01",-3.8,0
"hardeme01",-4.2,4
"harderi01",-0.2,0
"hardyjj01",28.1,2
"harenda01",2.2,3
"hargast01",-1.1,1
"hargrbu01",16.6,0
"hargrmi01",30.4,1
"hargrpi01",7.1,0
"harmote01",1.9,0
"harnipe01",-1.1,1
"harpebr01",12.3,0
"harpebr03",42.5,7
"harpege02",18.6,0
"harpeha01",-2.1,0
"harpeto01",25.8,1
"harrato01",51.5,4
"harrebu01",20.3,2
"harreke01",6.6,1
"harribr01",-0.4,0
"harribu01",16,0
"harrige01",0,0
"harrigr01",0.7,0
"harrijo03",26.4,0
"harrijo05",17.7,2
"harrile01",1.7,0
"harrimi01",1.8,1
"harrisl01",-4.9,0
"harriwi01",NA,NA
"harriwi02",3.3,0
"harshja01",3.6,0
"hartco01",14.4,2
"hartji01",24.9,1
"hartlgr01",1.6,0
"hartnga01",55.9,6
"hartsto01",31.2,0
"hartzro01",13.4,0
"harvema01",-0.7,1
"haselbi01",3.4,0
"hassero01",14.7,0
"hasslan01",-0.4,0
"hatchbi01",3.9,0
"hatchch02",0,0
"hatchmi01",2.9,0
"hatfifr01",4.7,0
"hatfigi01",-0.2,0
"hattesc01",10,0
"hattogr01",18.6,1
"havenbr01",0,0
"hawkian01",-1.6,0
"hawkila01",-0.1,0
"hawlepi01",1.1,0
"hawpebr01",4.5,1
"hayesch01",10.5,0
"hayesfr01",10.6,6
"hayesja02",6.8,0
"hayesvo01",29.9,1
"hayneji01",0.1,0
"haynejo01",1.4,1
"haywora01",1.9,0
"headlch01",25.9,0
"healyfr02",6.5,0
"healyjo01",-2,0
"heanean01",0,0
"hearnji01",-1.3,1
"heathcl01",11,0
"heathje01",37.8,2
"heathmi02",13.4,0
"heatone01",0.2,1
"hebneri01",32.9,0
"hechaad01",5.1,0
"heepda01",0.4,0
"heffndo01",-3.8,0
"heganji01",4.7,5
"heganmi01",8.3,1
"heideja01",-6.2,0
"heilmha01",72.5,0
"heimafr01",1.4,0
"heintke01",-2.4,0
"heisebo01",1.7,0
"heldwo01",22,0
"hellije01",0.2,0
"helliri01",-0.7,0
"helmsto01",8.6,2
"helmswe01",-1.7,0
"heltoto01",61.8,5
"hembrhe01",0,0
"hemmige01",-0.7,0
"hemphch01",16.2,0
"hemslro01",3.8,5
"hemusso01",25.9,0
"hendeda01",27.6,1
"hendeke01",14.8,0
"henderi01",111.1,10
"hendest01",11.5,0
"hendrcl01",6,0
"hendrel01",7.4,0
"hendrge01",29.1,4
"hendrha01",12.4,0
"hendrli01",0.1,3
"hendrma01",0.1,0
"henketo01",0,2
"henlibu01",8,0
"hennemi01",0,1
"henrito01",39.6,5
"henrybi01",0.2,2
"henrydo01",-0.1,0
"henrydw01",0,0
"hentgpa01",-0.4,3
"herbera01",2.6,1
"herbero01",-2.5,0
"heredfe01",0.1,0
"heredgi01",0.5,0
"hergema01",-0.1,0
"hermaba01",39.4,0
"hermabi01",57.3,10
"hermadu01",-1.5,0
"hermage01",11,0
"hermije01",2.7,0
"hernaca01",0,0
"hernace02",13.2,0
"hernada01",0,0
"hernaen02",16.7,0
"hernafe02",-0.2,6
"hernajo01",13.3,1
"hernake01",60.3,5
"hernali01",5.2,2
"hernaor01",0,0
"hernara01",0,0
"hernara02",22,1
"hernaro01",0,2
"hernawi01",0.1,3
"hernaxa01",-0.4,0
"herndla01",15.2,0
"herreke01",0,2
"herriar01",-0.3,0
"herrmed01",5.9,1
"herrto01",23.6,1
"hershmi01",2.3,0
"hershor01",4.7,3
"herzobu01",27.4,0
"heskejo01",-0.5,0
"hessot01",-0.1,0
"hevinjo02",-0.4,0
"heywaja01",38.7,1
"hiattja01",8.5,0
"hickmch01",22.9,0
"hickmji02",13,1
"hicksaa01",13.8,0
"hidalri01",19.2,0
"higbeki01",-1.8,2
"higgibo02",23.1,0
"higgipi01",26,3
"highan01",12.5,0
"hildeor01",-1.6,1
"hillaa01",24.4,1
"hillca01",-0.3,0
"hillech01",2.7,0
"hillejo01",-0.6,1
"hillesh02",6.3,2
"hillgl01",9.7,0
"hillke01",0.7,1
"hillko01",-2.6,0
"hillma01",2.3,0
"hillri01",-1,0
"hinchbi01",13.7,0
"hinespa01",44.9,0
"hinsker01",7.8,0
"hintoch01",13.6,1
"hislela01",25,2
"hitchbi01",-5.4,0
"hitchst01",-1.3,0
"hoagmy01",-4.4,1
"hoakdo01",21.3,1
"hoblidi01",19.6,0
"hockide01",-0.6,0
"hodapjo01",12.1,0
"hodgegi01",43.9,8
"hodgero01",6.1,0
"hoeftbi01",3.5,1
"hoernjo01",-0.2,1
"hoffmda01",9.2,0
"hoffmgl01",0.3,0
"hoffmtr01",-0.2,7
"hofmaso01",17,0
"hogansh01",14.4,0
"hogsech01",0.9,0
"hoilech01",23.5,0
"holadbr01",0.1,0
"holbebi01",1.8,0
"holkewa01",0.1,0
"hollaal01",-0.2,1
"hollade01",-0.4,0
"hollagr01",0,3
"hollato01",6.5,0
"hollial01",0.9,0
"hollibu01",18.4,0
"hollida01",17.8,1
"hollima01",44.5,7
"holloke01",-2.1,0
"holmeda01",-0.1,0
"holmedu01",9.7,0
"holmeto01",35.5,2
"holtbr01",8.2,1
"holtji01",-0.5,0
"holtzke01",0.3,2
"honeyri01",0.4,2
"hooddo01",-0.1,0
"hoopeha01",53.5,0
"hootobu01",-0.9,1
"hoppjo01",26.3,1
"horlejo01",-2.3,1
"hornebo01",21.8,1
"hornsro01",127.3,0
"hornujo01",7.9,0
"hortowi01",26.5,4
"hosleti01",1.3,0
"hosmeer01",19.1,1
"houcksa01",8.7,0
"houghch01",-0.6,1
"housefr03",2,0
"houstty01",1.4,0
"houttar01",0.2,1
"howarel01",27,12
"howarfr01",37.6,4
"howarry01",14.7,3
"howarth01",2.4,0
"howear01",13.8,0
"howelha01",1.2,0
"howelja01",-0.1,3
"howelja02",9.7,0
"howeljp01",0,0
"howelro02",11,1
"howest01",-0.1,1
"howrybo01",0,0
"hoydu01",32.5,0
"hoytwa01",-1.8,0
"hraboal01",0.2,0
"hrbekke01",38.6,1
"hubbagl01",19.2,1
"hubbatr01",0.1,0
"hubbeca01",-0.4,9
"hudlere01",6.3,0
"hudliwi01",0,0
"hudsoda01",0.8,0
"hudsoor01",30.9,2
"hudsosi01",1.8,2
"hudsoti01",1.3,4
"huffau01",20.5,0
"huffda01",-0.1,0
"huggimi01",35.4,0
"hugheja02",-0.1,0
"hugheph01",-0.3,1
"hughero01",4.5,0
"hugheto01",1.6,0
"huismma01",0,0
"huletti01",6.7,0
"humeto01",-0.8,1
"hummejo01",11.7,0
"humphbo01",0.4,0
"hundlni01",7.4,0
"hundlra01",11.6,1
"hundlto01",10.9,2
"huntebr01",0.2,0
"huntebr02",7.4,0
"hunteca01",4.6,8
"hunteto01",50.7,5
"hunteto02",0,0
"huntro01",32.8,2
"hurdlcl01",2.8,0
"hurstbr01",-0.4,1
"husonje01",2.2,0
"hutchfr01",5.3,1
"huttoto01",-0.5,0
"iannech01",15,0
"ibanera01",20.9,1
"iglesjo01",11.7,1
"incavpe01",10.3,0
"infanom01",16.9,1
"ingebr01",19.2,1
"iorgda01",0.4,0
"irwinar01",15.2,0
"irwinch01",9.1,0
"isbelfr01",14.7,0
"ishiktr01",1.1,0
"isrinja01",0.7,2
"iviemi01",7.3,0
"izturce01",6.1,1
"izturma01",11.3,0
"jacklfr01",6.8,0
"jacksal01",-0.1,0
"jacksau01",22.1,0
"jacksda02",-0.8,2
"jacksda03",11.3,0
"jacksda04",6.6,0
"jacksed01",0.7,1
"jacksgr01",-0.1,1
"jacksjo01",62.2,0
"jacksla01",-0.6,5
"jacksmi02",0,0
"jacksra01",12.4,2
"jacksre01",74,14
"jacksro02",7.2,0
"jacksro03",0,0
"jacksso01",1.6,0
"jackstr01",44,1
"jacobba01",28.9,0
"jacobbr01",14.9,2
"jacobel01",-1.1,0
"jahajo01",12.4,1
"jamesbi01",-1.2,0
"jamesbo01",0,0
"jamesch02",5,0
"jamesdi01",6.2,0
"jamiech01",23.8,0
"janseke01",0.2,3
"janvrha01",-1.2,0
"jarvike01",0.5,0
"javieju01",13.8,2
"javiest01",25.4,0
"jayjo01",-1.6,2
"jayjo02",12.7,0
"jeffcha01",1.7,0
"jeffcmi01",0.1,0
"jeffegr01",19.4,2
"jeffeje01",0,0
"jeffere01",4.5,0
"jeffrje01",0,1
"jenkife01",2,3
"jenkige01",21.9,1
"jennihu01",42.3,0
"jenseja01",27.9,3
"jepseke01",0,0
"jeterde01",71.3,14
"jimenda01",NA,NA
"jimenub01",-0.6,1
"johnsal01",10,1
"johnsbi03",14.3,1
"johnsbo01",55.6,8
"johnsbo02",8.2,0
"johnsch04",22.6,2
"johnsch05",0.6,0
"johnscl01",16.2,0
"johnsda02",27.4,4
"johnsda06",3.3,0
"johnsde01",6.3,0
"johnsdo01",3.1,0
"johnser01",8.1,0
"johnsha01",1,0
"johnsho01",22.2,2
"johnsja01",16.7,0
"johnsja02",-0.2,0
"johnsje01",-0.3,0
"johnsji01",16.9,0
"johnsji04",0,1
"johnsjo07",-0.1,0
"johnske02",-2.4,0
"johnske05",16.6,0
"johnsla03",30.2,1
"johnsni01",14.5,0
"johnsra05",-2.5,10
"johnsre02",10.6,0
"johnsro02",17.3,0
"johnssi01",-4.2,0
"johnssy01",-1.9,0
"johnswa01",12.7,0
"johnswa03",0.3,0
"johnto01",-0.5,4
"jonesad01",32.6,5
"jonesan01",62.7,5
"jonesba01",-0.1,0
"jonesbo03",-0.6,1
"jonesch01",26.4,0
"jonesch05",0.4,0
"jonesch06",85.3,8
"jonescl01",18.1,1
"jonesda01",16.6,0
"jonesda03",-3.7,0
"jonesdo01",0,5
"jonesfi01",43.3,0
"jonesgo01",-0.6,0
"jonesja04",-0.2,0
"jonesma01",20.7,0
"jonesna01",0,0
"jonesra01",-1.1,2
"jonesru01",22.6,2
"jonessa01",3,0
"jonessa02",-2,2
"jonesto02",0.1,1
"joneswi01",24.8,2
"joosted01",31.5,2
"jordabr01",32.9,1
"jordabu01",11.6,0
"jorgear01",-0.6,0
"jorgemi01",9,0
"josefe01",6.4,1
"joshuvo01",-2,0
"joycema01",14.7,1
"joynewa01",35.8,1
"judenje01",-0.6,0
"judgejo01",47.9,0
"juliojo01",0.1,0
"jurgebi01",28.8,3
"justida01",40.6,3
"kaatji01",5.3,3
"kahoemi01",-1,0
"kalinal01",92.9,18
"kamiesc01",0,0
"kammwi01",35.5,0
"kampoal01",6.9,0
"kaplega01",8.7,0
"karkoro01",14.6,0
"karroer01",10.4,0
"karsast01",0.1,0
"kaskoed01",11.1,2
"kaufmto01",1,0
"kazmisc01",-0.4,3
"kearnau01",13,0
"keefeti01",-2.3,0
"keelewi01",54.2,0
"keenaji01",10,0
"kekicmi01",-0.7,0
"kellech01",43.8,5
"kellejo01",50.4,0
"kellemi02",-2.4,0
"kellesh01",0,0
"kellge01",37.6,10
"kellnal01",1.5,1
"kellyge01",25.6,0
"kellyjo05",0.1,0
"kellyki01",47,0
"kellypa01",11.7,1
"kellyro01",20.5,2
"keltnke01",33.3,7
"kemmeru01",-0.6,0
"kempma01",21.4,3
"kempst01",19.5,1
"kendafr01",0.9,0
"kendaja01",41.7,3
"kendrho01",35,1
"kendrky01",0.2,0
"kennead01",20.9,0
"kennebo01",-2.5,0
"kennebr01",2.8,0
"kenneia01",1.1,0
"kennejo03",-2.8,0
"kennejo04",0.1,0
"kennete02",21.6,4
"kenneve01",2,2
"kensilo01",-0.1,0
"kentje01",55.4,5
"keougma01",1.3,0
"keougma02",0.1,1
"keppije01",1.1,0
"kernji01",-0.2,3
"kershcl01",2.8,9
"kessido01",8.9,6
"keuchda01",-0.2,2
"keyji01",-0.1,5
"kiermke01",31.8,0
"kileda01",-0.4,3
"killebi01",9.8,0
"killefr01",3.9,0
"killeha01",60.3,13
"kilroma01",3,0
"kimbrcr01",0,8
"kimby01",-0.5,1
"kindaje01",-3,0
"kindeel01",-2,0
"kinerra01",48.1,6
"kingemi01",0.5,0
"kingje01",16.9,0
"kingji01",11.1,0
"kingmda01",17.4,3
"kingra01",-0.1,0
"kingsi01",0.3,0
"kinslia01",54.1,4
"kinslto01",1.4,0
"kintzbr01",0,1
"kipnija01",21.3,2
"kirklwi01",9.5,0
"kirkped01",8.1,0
"kisonbr01",0.9,0
"kitsofr01",3.3,0
"kittlro01",4.7,1
"kittrma01",1.6,0
"klausbi01",8.1,0
"kleinch01",46.5,2
"kleinre01",4.9,0
"kleskry01",26.7,1
"klimclo01",-2.6,0
"klinero01",-4.1,0
"klinest02",0,0
"klingjo01",29.1,0
"klippjo01",-2.6,0
"klubeco01",0,3
"kluszte01",31.4,4
"kluttcl01",7.2,0
"knabeot01",9.6,0
"kneppbo01",0.9,2
"knickbi01",4.7,0
"knighra01",13.3,2
"knoblch01",44.6,4
"knoopbo01",12.7,1
"knorrra01",-1.6,0
"knottja01",-4.3,0
"knowlda01",-0.2,1
"koenima01",7.8,0
"kollodo01",2.4,0
"kolpra01",-1,0
"konerpa01",28.1,6
"koneted01",46.4,0
"konstji01",-0.8,1
"kontoge01",-0.1,0
"kooncca01",-0.9,0
"koosmje01",-3.3,2
"kopfla01",4.2,0
"koscoan01",0.6,0
"kosloda01",-2.6,0
"kotchca01",7.5,0
"kotsama01",21.3,0
"kottage01",2.9,0
"koufasa01",-4.2,7
"kralija01",-0.2,1
"krameja01",0.3,3
"kraneed01",4.2,1
"kratzer01",0,0
"krausle02",0.6,0
"kreevmi01",NA,NA
"kremera01",-1.5,0
"kressre01",14.7,0
"kretllo01",-1.5,0
"kreutch01",7.7,0
"kruegbi01",0.2,0
"krukjo01",25.1,3
"krukomi01",2.6,1
"kubelja01",4.1,0
"kubiate01",2.3,0
"kuehnbi01",7.1,0
"kuennha01",26,10
"kuheljo01",30.2,0
"kuipedu01",4,0
"kuzavbo01",-1.2,0
"laabsch01",10.8,1
"labincl01",-2,2
"lachaca01",11,0
"lackejo01",-0.8,1
"lacorfr01",-0.6,0
"lacosmi01",-0.9,1
"lacyle01",20.2,0
"laffeaa01",0,0
"lagami01",-1,0
"lagarju01",11.2,0
"lagrole01",-0.1,0
"lahoujo01",4.2,0
"lairdge01",6.5,0
"lajoina01",106.9,0
"lakeed01",12.6,0
"lakemal01",-2.5,0
"lakerti01",-2,0
"lakest01",2.1,0
"lamabja01",-1,0
"lamarbi01",2.9,0
"lambja01",7.2,1
"lambmi01",4,0
"lampde01",-0.4,0
"lampkto01",6.2,0
"landera01",0.6,0
"landiji01",20.6,2
"landrho01",2.9,0
"landrke01",10.3,1
"landrti01",1.8,0
"langery01",3.1,0
"langfri01",0,0
"langsma01",0.1,4
"lanieha01",-0.9,0
"laniema01",-0.1,2
"lankfra01",38.2,1
"lannijo01",-0.5,0
"lansfca01",40.5,1
"lansimi01",10,0
"lapoida01",-1.3,0
"laporfr01",17.6,0
"larkiba01",70.5,12
"larkihe01",28.7,0
"larocad01",14.2,0
"larocda01",0.7,2
"larsedo01",5.9,0
"larueja01",8.9,0
"laryfr01",1,3
"laryly01",20.2,0
"lasteto01",3.7,1
"lathaar01",30.5,0
"latmaba01",0,1
"latosma01",0.1,0
"lauch01",2,0
"lavagco01",12.9,4
"lavalmi01",13.9,0
"lavando01",9.3,0
"lavarry01",-1.2,0
"lavelga01",-0.7,2
"lawsoro01",-0.8,0
"lawtoma02",15.2,2
"lawva01",10.6,1
"lawve01",6.3,2
"lazzeto01",47.6,1
"leachfr01",7.7,0
"leachri01",3.1,0
"leachte01",-0.1,0
"leachto01",47.1,0
"leagubr01",0,1
"leakemi01",2.7,0
"learyti01",1.5,0
"leblawa01",1,0
"ledeeri01",2.8,0
"ledezwi01",-0.1,0
"leebi02",-1.2,2
"leebi03",0.6,1
"leeca01",28.3,3
"leecl02",0.7,4
"leede02",34.6,2
"leedo01",-0.2,0
"leele02",2.1,0
"leema02",9.7,0
"leeth01",-0.7,2
"leetr01",7.3,0
"leevesa01",-0.5,0
"leffecr01",-0.5,0
"lehnepa01",-3.8,0
"leibeha01",13.6,3
"leibone01",10.8,0
"leibrch01",-0.7,0
"leifile01",0,0
"leipeda01",0,0
"leiteal01",-2.5,2
"leitema01",-0.6,0
"lemahdj01",30.3,3
"lemasde01",-0.7,1
"lemasjo01",-5.4,0
"lemkema01",6.1,0
