"","playerID","Player","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","PrimaryTeam","PrimaryLg","all_star","gold_glove","lou_gehrig_memorial_award","most_valuable_player","tsn_player_of_the_year","hutch_award","silver_slugger","hank_aaron_award","rookie_of_the_year","baseball_magazine_all_star","tsn_major_league_player_of_the_year","alcs_mvp","all_star_game_mvp","babe_ruth_award","nlcs_mvp","roberto_clemente_award","world_series_mvp","comeback_player_of_the_year","branch_rickey_award","triple_crown","outstanding_dh_award","wein","votedBy","AVG","OBP","1B","SLG","Steroids","nice_guy_awards","war","all_stars","Pos"
"82","brettge01","George Brett",2707,10349,1583,3154,665,137,317,1596,201,97,1096,908,229,33,26,120,235,"KCA","AL",13,1,1,1,1,1,3,0,"0",0,1,1,0,0,0,0,0,0,0,0,NA,"1","BBWAA",0.305,0.368,2035,0.487,"0",2,88.6,13,"3B"
"83","briggjo02","John Briggs",1366,4117,601,1041,170,43,139,507,64,49,663,785,47,5,22,30,54,"PHI","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.253,0.353,689,0.416,"0",0,24,0,"LF"
"84","brocklo01","Lou Brock",2616,10332,1610,3023,486,141,149,900,938,307,761,1730,124,49,47,46,114,"SLN","NL",6,0,1,0,1,1,0,0,"0",0,1,0,0,1,0,1,0,0,0,0,NA,"1","BBWAA",0.293,0.341,2247,0.41,"0",3,45.3,6,"LF"
"85","brookhu01","Hubie Brooks",1645,5974,656,1608,290,31,149,824,64,56,387,1005,62,38,12,65,163,"NYN","NL",2,0,0,0,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.269,0.314,1138,0.403,"0",0,13,2,"RF"
"86","brosisc01","Scott Brosius",1146,3889,544,1001,200,8,141,531,57,30,348,699,12,47,31,41,84,"OAK","AL",1,1,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,1,0,0,0,NA,"0","BBWAA",0.257,0.32,652,0.422,"0",0,15.7,1,"3B"
"87","broutda01","Dan Brouthers",1676,6726,1529,2303,462,206,107,1301,NA,NA,840,238,NA,NA,NA,NA,NA,"BFN","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Old Timers",0.342,NA,1528,0.52,"0",0,79.8,0,"1B"
"88","brownga01","Gates Brown",1051,2262,330,582,78,19,84,322,30,8,242,275,18,15,5,21,54,"DET","AL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.257,0.33,401,0.42,"0",0,9.7,0,"LF"
"89","brownla01","Larry Brown",1129,3449,331,803,108,13,47,254,22,23,317,414,26,22,60,23,95,"CLE","AL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.233,0.295,635,0.313,"0",0,6.9,0,"SS"
"90","brutobi01","Bill Bruton",1610,6056,937,1651,241,102,94,545,207,89,482,793,NA,29,72,NA,73,"ML1","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.273,0.326,1214,0.393,"0",0,26.3,0,"CF"
"91","bucknbi01","Bill Buckner",2517,9397,1077,2715,498,49,174,1208,183,73,450,453,111,42,47,97,247,"CHN","NL",1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.289,0.32,1994,0.408,"0",0,15.1,1,"1B"
"92","buhneja01","Jay Buhner",1472,5013,797,1273,233,19,310,965,6,24,792,1406,41,56,12,54,123,"SEA","AL",1,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.254,0.358,711,0.494,"0",0,23,1,"RF"
"93","bumbral01","Al Bumbry",1496,5053,778,1422,220,52,54,402,254,92,471,709,30,21,44,30,74,"BAL","AL",1,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.281,0.341,1096,0.378,"0",0,24.5,1,"CF"
"94","burgesm01","Smoky Burgess",1691,4471,485,1318,230,33,126,673,13,NA,477,270,NA,13,13,NA,121,"PIT","NL",9,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.295,0.363,929,0.446,"0",0,33.4,9,"C"
"95","burksel01","Ellis Burks",2000,7232,1253,2107,402,63,352,1206,181,84,793,1340,33,60,29,62,171,"BOS","AL",2,1,0,0,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.291,0.362,1290,0.51,"0",0,49.8,2,"CF"
"96","burleri01","Rick Burleson",1346,5139,656,1401,256,23,50,449,72,68,420,477,11,28,84,46,138,"BOS","AL",4,1,0,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.273,0.323,1072,0.361,"0",0,22.9,4,"SS"
"97","burnije01","Jeromy Burnitz",1694,5710,917,1447,298,29,315,981,74,58,739,1376,75,78,9,43,99,"MIL","NL",1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.253,0.344,805,0.481,"0",0,19.9,1,"RF"
"98","burnsge01","George Burns",1853,7241,1188,2077,362,108,41,611,383,NA,872,565,NA,26,112,NA,NA,"NY1","NL",4,0,0,0,0,0,0,0,"0",4,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.287,0.361,1566,0.384,"0",0,39.7,0,"LF"
"99","burrepa01","Pat Burrell",1640,5503,767,1393,299,16,292,976,7,3,932,1564,53,31,0,54,119,"PHI","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.253,0.361,786,0.472,"0",0,18.9,0,"LF"
"100","burroje01","Jeff Burroughs",1689,5536,720,1443,230,20,240,882,16,22,831,1135,65,15,4,63,148,"TEX","AL",2,0,0,1,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.261,0.355,953,0.439,"0",0,17.7,2,"RF"
"101","bushdo01","Donie Bush",1946,7210,1281,1804,186,74,9,436,404,NA,1158,NA,NA,29,337,NA,NA,"DET","AL",4,0,0,0,0,0,0,0,"0",4,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.25,0.342,1535,0.3,"0",0,39.3,0,"SS"
"102","butlebr01","Brett Butler",2213,8180,1359,2375,277,131,54,578,558,257,1129,907,23,38,147,51,62,"LAN","NL",1,0,1,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,1,0,NA,"0","BBWAA",0.29,0.371,1913,0.376,"0",2,49.7,1,"CF"
"103","cabreor01","Orlando Cabrera",1985,7562,985,2055,459,32,123,854,216,57,514,745,26,32,57,90,188,"MON","NL",0,2,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.272,0.315,1441,0.39,"0",0,21.3,0,"SS"
"104","cadorle01","Leon Cadore",193,442,28,92,10,4,5,45,2,NA,14,103,NA,1,15,NA,NA,"BRO","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.208,0.227,73,0.283,"0",0,0.5,0,"P"
"105","callijo01","Johnny Callison",1886,6652,926,1757,321,89,226,840,74,51,650,1064,73,41,51,43,98,"PHI","NL",4,0,0,0,0,0,0,0,"0",0,0,0,1,0,0,0,0,0,0,0,NA,"0","BBWAA",0.264,0.329,1121,0.441,"0",0,38.4,4,"RF"
"106","camermi01","Mike Cameron",1955,6839,1064,1700,383,59,278,968,297,83,867,1901,19,87,31,60,114,"CHA","AL",1,3,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.249,0.337,980,0.444,"0",0,46.7,1,"CF"
"107","camildo01","Dolph Camilli",1490,5353,936,1482,261,86,239,950,60,NA,947,961,NA,28,24,NA,80,"BRO","NL",2,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.277,0.387,896,0.492,"0",0,43.3,2,"1B"
"108","caminke01","Ken Caminiti",1760,6288,894,1710,348,17,239,983,88,39,727,1163,112,29,14,67,152,"HOU","NL",3,3,0,1,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.272,0.346,1106,0.447,"1",0,33.4,3,"3B"
"109","campabe01","Bert Campaneris",2328,8684,1181,2249,313,86,79,646,649,199,618,1142,15,64,199,60,106,"OAK","AL",6,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,0,0,NA,"0","BBWAA",0.259,0.305,1771,0.342,"0",0,53.1,6,"SS"
"110","camparo01","Roy Campanella",1215,4205,627,1161,178,18,242,856,25,NA,533,501,NA,30,30,NA,143,"BRO","NL",8,0,0,3,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"1","BBWAA",0.276,0.359,723,0.5,"0",0,41.8,11,"C"
"111","cannich01","Chris Cannizzaro",740,1950,132,458,66,12,18,169,3,17,241,354,35,7,28,14,67,"NYN","NL",1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.235,0.315,362,0.309,"0",0,6.3,1,"C"
"112","cansejo01","Jose Canseco",1887,7057,1186,1877,340,14,462,1407,200,88,906,1942,63,84,1,81,178,"OAK","AL",6,0,0,1,1,0,4,0,"1",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.266,0.353,1061,0.515,"1",0,42.5,6,"DH"
"113","cardejo02","Jose Cardenal",2017,6964,936,1913,333,46,138,775,329,139,608,807,38,26,37,61,147,"CHN","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.275,0.331,1396,0.395,"0",0,20.7,0,"CF"
"114","cardele01","Leo Cardenas",1941,6707,662,1725,285,49,118,689,39,48,522,1135,122,28,97,48,174,"CIN","NL",5,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.257,0.307,1273,0.367,"0",0,27.2,5,"SS"
"115","carewro01","Rod Carew",2469,9315,1424,3053,445,112,92,1015,353,187,1018,1028,144,25,128,64,216,"MIN","AL",18,0,0,1,1,0,0,0,"1",0,1,0,0,0,0,1,0,0,0,0,NA,"1","BBWAA",0.328,0.388,2404,0.429,"0",1,81.2,18,"1B"
"116","careyma01","Max Carey",2476,9363,1545,2665,419,159,70,800,738,NA,1040,695,NA,77,290,NA,NA,"PIT","NL",4,0,0,0,0,0,0,0,"0",4,0,0,0,0,0,0,0,0,0,0,NA,"1","Veterans",0.285,0.351,2017,0.386,"0",0,55.3,0,"CF"
"117","carrach01","Chico Carrasquel",1325,4644,568,1199,172,25,55,474,31,28,491,467,NA,38,67,NA,109,"CHA","AL",4,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.258,0.33,947,0.342,"0",0,21.3,4,"SS"
"118","carribi02","Bill Carrigan",709,1970,194,506,67,14,6,235,37,NA,206,NA,NA,22,79,NA,NA,"BOS","AL",3,0,0,0,0,0,0,0,"0",3,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.257,0.322,419,0.314,"0",0,13.2,0,"C"
"119","cartega01","Gary Carter",2296,7971,1025,2092,371,31,324,1225,39,42,848,997,106,68,33,99,180,"MON","NL",11,3,0,0,0,0,5,0,"0",0,0,0,2,0,0,1,0,0,0,0,NA,"1","BBWAA",0.262,0.334,1366,0.439,"0",1,70.2,11,"C"
"120","cartejo01","Joe Carter",2189,8422,1170,2184,432,53,396,1445,231,66,527,1387,86,90,10,105,132,"TOR","AL",5,0,0,0,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.259,0.306,1303,0.464,"0",0,19.5,5,"LF"
"121","cartyri01","Rico Carty",1651,5606,712,1677,278,17,204,890,21,26,642,663,65,13,3,54,206,"ATL","AL",1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.299,0.369,1178,0.464,"0",0,32.7,1,"LF"
"122","casanpa01","Paul Casanova",859,2786,214,627,87,12,50,252,2,10,101,430,25,9,10,24,78,"WS2","AL",1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.225,0.252,478,0.319,"0",0,1.3,1,"C"
"123","casege01","George Case",1226,5016,785,1415,233,43,21,377,349,109,426,297,NA,21,52,NA,NA,"WS1","AL",4,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.282,0.338,1118,0.358,"0",0,18.1,4,"LF"
"124","caseyse01","Sean Casey",1405,5066,690,1531,322,12,130,735,18,8,477,577,69,62,0,39,156,"CIN","NL",3,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.302,0.367,1067,0.447,"0",1,16.5,3,"1B"
"125","cashda01","Dave Cash",1422,5554,732,1571,243,56,21,426,120,74,424,309,28,18,30,31,124,"PIT","NL",3,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.283,0.332,1251,0.358,"0",0,25.6,3,"2B"
"126","cashno01","Norm Cash",2089,6705,1046,1820,241,41,377,1103,43,30,1043,1091,112,90,17,55,139,"DET","AL",5,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.271,0.373,1161,0.488,"0",0,52,5,"1B"
"127","castilu01","Luis Castillo",1720,6510,1001,1889,194,59,28,443,370,142,800,850,13,12,123,26,120,"FLO","NL",3,3,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.29,0.362,1608,0.351,"0",0,29.1,3,"2B"
"128","castivi02","Vinny Castilla",1854,6822,902,1884,349,28,320,1105,33,43,423,1069,64,60,8,71,224,"COL","NL",2,0,0,0,0,0,3,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.276,0.321,1187,0.476,"0",0,19.3,2,"3B"
"129","cavarph01","Phil Cavarretta",2030,6754,990,1977,347,99,95,920,65,NA,820,598,NA,37,89,NA,103,"CHN","NL",4,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.293,0.368,1436,0.416,"0",0,37,4,"1B"
"130","cedence01","Cesar Cedeno",2006,7310,1084,2087,436,60,199,976,550,179,664,938,83,56,32,71,167,"HOU","NL",4,5,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.285,0.345,1392,0.443,"0",0,52.9,4,"CF"
"131","cepedor01","Orlando Cepeda",2124,7927,1131,2351,417,27,379,1365,142,80,588,1169,154,102,4,74,218,"SFN","NL",13,0,0,1,1,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,NA,"1","Veterans",0.297,0.35,1528,0.499,"0",0,50.1,11,"1B"
"132","ceyro01","Ron Cey",2073,7162,977,1868,328,21,316,1139,24,29,1012,1235,117,62,26,82,185,"LAN","NL",6,0,1,0,0,0,0,0,"0",0,0,0,0,1,0,0,1,0,0,0,NA,"0","BBWAA",0.261,0.353,1203,0.445,"0",1,53.8,6,"3B"
"133","chambch01","Chris Chambliss",2175,7571,912,2109,392,42,185,972,40,35,632,926,99,27,19,56,166,"ATL","AL",1,1,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.279,0.333,1490,0.415,"0",0,27.5,1,"1B"
"134","chapmbe01","Ben Chapman",1717,6478,1144,1958,407,107,90,977,287,NA,824,556,NA,26,92,NA,NA,"NYA","AL",4,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.302,0.378,1354,0.44,"0",0,42.2,4,"CF"
"135","chapmsa01","Sam Chapman",1368,4988,754,1329,210,52,180,773,41,38,562,682,NA,15,35,NA,NA,"PHA","AL",1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.266,0.34,887,0.438,"0",0,17.2,1,"CF"
"136","chaseha01","Hal Chase",1919,7417,980,2158,322,124,57,941,363,NA,276,NA,NA,30,216,NA,NA,"NYA","AL",9,0,0,0,0,0,0,0,"0",9,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.291,0.31,1655,0.391,"0",0,22.9,0,"1B"
"137","chaveer01","Eric Chavez",1615,5518,816,1477,318,24,260,902,50,17,639,1079,77,15,0,55,132,"OAK","AL",0,6,0,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.268,0.342,875,0.475,"0",0,38.3,0,"3B"
"138","cirilje01","Jeff Cirillo",1617,5396,800,1598,343,21,112,727,63,37,563,694,18,67,51,59,153,"MIL","NL",2,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.296,0.363,1122,0.43,"0",0,34.5,2,"3B"
"139","cissebi01","Bill Cissell",956,3707,516,990,173,43,29,423,113,NA,212,250,NA,10,69,NA,NA,"CHA","AL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.267,0.303,745,0.36,"0",0,2.7,0,"2B"
"140","clarkho01","Horace Clarke",1272,4813,548,1230,150,23,27,304,151,58,365,362,18,11,29,24,77,"NYA","AL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.256,0.306,1030,0.313,"0",0,15.6,0,"2B"
"141","clarkja01","Jack Clark",1994,6847,1118,1826,332,39,340,1180,77,61,1262,1441,127,24,9,83,174,"SFN","NL",4,0,0,0,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.267,0.378,1115,0.476,"0",0,53.1,4,"RF"
"142","clarkto02","Tony Clark",1559,4532,629,1188,233,11,251,824,6,9,527,1209,55,21,0,40,133,"DET","AL",1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.262,0.339,693,0.485,"0",0,12.3,1,"1B"
"143","clarkwi02","Will Clark",1976,7173,1186,2176,440,47,284,1205,67,48,937,1190,155,59,13,101,100,"SFN","NL",6,1,0,0,0,0,2,0,"0",0,0,0,0,0,1,0,0,0,0,0,NA,"0","BBWAA",0.303,0.383,1405,0.497,"0",0,56.5,6,"1B"
"144","claytro01","Royce Clayton",2108,7379,935,1904,363,55,110,723,231,100,565,1415,34,45,113,62,218,"SFN","NL",1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.258,0.308,1376,0.367,"0",0,19.5,1,"SS"
"145","clemero01","Roberto Clemente",2433,9454,1416,3000,440,166,240,1305,83,46,621,1230,167,35,36,66,275,"PIT","NL",17,12,0,1,1,0,0,0,"0",0,0,0,0,1,0,0,1,0,0,0,NA,"1","BBWAA",0.317,0.358,2154,0.475,"0",0,94.8,15,"RF"
"146","cobbty01","Ty Cobb",3035,11436,2247,4189,724,295,117,1944,896,NA,1249,NA,NA,94,292,NA,NA,"DET","AL",29,0,0,1,0,0,0,0,"0",29,0,0,0,0,0,0,0,0,0,1,NA,"1","BBWAA",0.366,0.423,3053,0.512,"0",0,151.4,0,"CF"
"147","cochrmi01","Mickey Cochrane",1482,5169,1041,1652,333,64,119,832,64,46,857,217,NA,29,151,NA,NA,"PHA","AL",17,0,0,2,0,0,0,0,"0",15,0,0,0,0,0,0,0,0,0,0,NA,"1","BBWAA",0.32,0.409,1136,0.478,"0",0,49.9,2,"C"
"148","colavro01","Rocky Colavito",1841,6503,971,1730,283,21,374,1159,19,27,951,880,58,29,16,60,182,"CLE","AL",9,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.266,0.359,1052,0.489,"0",0,44.5,9,"RF"
"149","colemvi01","Vince Coleman",1371,5406,849,1425,176,89,28,346,752,177,477,960,12,15,48,24,45,"SLN","NL",2,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.264,0.321,1132,0.345,"0",0,12.5,2,"LF"
"150","collied01","Eddie Collins",2826,9949,1821,3315,438,187,47,1300,741,NA,1499,NA,NA,77,512,NA,NA,"PHA","AL",28,0,0,1,0,0,0,0,"0",28,0,0,0,0,0,0,0,0,0,0,NA,"1","BBWAA",0.333,0.406,2643,0.429,"0",0,124.4,0,"2B"
"151","collish01","Shano Collins",1799,6390,747,1687,310,133,22,709,225,NA,331,NA,NA,57,258,NA,NA,"CHA","AL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.264,0.295,1222,0.364,"0",0,11.2,0,"RF"
"152","combsea01","Earle Combs",1455,5746,1186,1866,309,154,58,632,96,71,670,278,NA,17,74,NA,NA,"NYA","AL",1,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,0,0,0,0,NA,"1","Veterans",0.325,0.392,1345,0.462,"0",0,44.7,0,"CF"
"153","comisch01","Charlie Comiskey",1390,5796,992,1529,207,68,28,883,NA,NA,197,NA,NA,NA,NA,NA,NA,"SL4","AA",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","Veterans",0.264,NA,1226,0.337,"0",0,7.7,0,"1B"
"154","conceda01","Dave Concepcion",2488,8723,993,2326,389,48,101,950,321,109,736,1186,93,21,74,86,266,"CIN","NL",9,5,0,0,0,0,2,0,"0",0,0,0,1,0,0,0,0,0,0,0,NA,"0","BBWAA",0.267,0.32,1788,0.357,"0",0,40.1,9,"SS"
"155","coninje01","Jeff Conine",2024,6957,870,1982,385,36,214,1071,54,29,671,1168,46,41,9,103,182,"FLO","NL",2,0,0,0,0,0,0,0,"0",0,0,0,1,0,0,0,0,0,0,0,NA,"0","BBWAA",0.285,0.346,1347,0.443,"0",0,19.5,2,"1B"
"156","connoro01","Roger Connor",1998,7797,1620,2467,441,233,138,1323,NA,NA,1002,455,NA,NA,NA,NA,NA,"NY1","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Veterans",0.316,NA,1655,0.486,"0",0,84.3,0,"1B"
"157","coopece01","Cecil Cooper",1896,7349,1012,2192,415,47,241,1125,89,49,448,911,79,17,46,79,150,"ML4","AL",5,2,0,0,0,0,3,0,"0",0,0,0,0,0,0,1,0,0,0,0,NA,"0","BBWAA",0.298,0.335,1489,0.466,"0",1,36,5,"1B"
"158","coopewa01","Walker Cooper",1473,4702,573,1341,240,40,173,812,18,NA,309,357,NA,22,44,NA,160,"SLN","NL",8,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.285,0.329,888,0.464,"0",0,27.3,8,"C"
"159","courtcl01","Clint Courtney",946,2796,260,750,126,17,38,313,3,16,264,143,NA,46,22,NA,74,"WS1","AL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.268,0.339,569,0.366,"0",0,7.1,0,"C"
"160","coxbi02","Billy Cox",1058,3712,470,974,174,32,66,351,42,NA,298,218,NA,7,62,NA,83,"BRO","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.262,0.314,702,0.38,"0",0,10.1,0,"3B"
"161","cramedo01","Doc Cramer",2239,9140,1357,2705,396,109,37,842,62,73,572,345,NA,41,180,NA,NA,"DET","AL",5,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.296,0.334,2163,0.375,"0",0,13.4,5,"CF"
"162","crandde01","Del Crandall",1573,5026,585,1276,179,18,179,657,26,NA,424,477,NA,21,68,NA,162,"ML1","NL",13,4,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.254,0.311,900,0.404,"0",0,28.1,11,"C"
"163","cravaga01","Gavvy Cravath",1220,3951,575,1134,232,83,119,719,89,NA,561,578,NA,28,105,NA,NA,"PHI","NL",2,0,0,0,0,0,0,0,"0",2,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.287,0.371,700,0.478,"0",0,33,0,"RF"
"164","crawfca02","Carl Crawford",1716,6655,998,1931,309,123,136,766,480,109,377,1067,24,47,34,48,79,"TBA","AL",4,1,0,0,0,0,1,0,"0",0,0,0,1,0,0,0,0,0,0,0,NA,"0","BBWAA",0.29,0.329,1363,0.435,"0",0,39.1,4,"LF"
"165","critzhu01","Hughie Critz",1478,5930,832,1591,195,95,38,531,97,NA,289,257,NA,9,187,NA,NA,"CIN","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.268,0.294,1263,0.352,"0",0,16.5,0,"2B"
"166","cronijo01","Joe Cronin",2124,7579,1233,2285,515,118,170,1424,87,NA,1059,700,NA,34,166,NA,NA,"BOS","AL",15,0,0,0,0,0,0,0,"0",8,0,0,0,0,0,0,0,0,0,0,NA,"1","BBWAA",0.301,0.382,1482,0.468,"0",0,64.7,7,"SS"
"167","crosefr01","Frankie Crosetti",1683,6277,1006,1541,260,65,98,649,113,62,792,799,NA,114,90,NA,NA,"NYA","AL",2,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.245,0.336,1118,0.354,"0",0,24.5,2,"SS"
"168","crowlte01","Terry Crowley",865,1518,174,379,62,1,42,229,3,0,222,181,21,7,6,15,55,"BAL","AL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.25,0.344,274,0.375,"0",0,2.4,0,"DH"
"169","cruiswa01","Walton Cruise",736,2321,293,644,83,39,30,272,49,NA,238,250,NA,12,79,NA,NA,"BSN","NL",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","BBWAA",0.277,0.337,492,0.386,"0",0,8.5,0,"LF"
"170","cruzjo01","Jose Cruz",2353,7917,1036,2251,391,94,165,1077,317,136,898,1031,142,7,27,82,119,"HOU","NL",2,0,0,0,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.284,0.353,1601,0.42,"0",0,54.4,2,"LF"
"171","cuccito01","Tony Cuccinello",1704,6184,730,1729,334,46,94,884,42,NA,579,497,NA,18,96,NA,NA,"BSN","NL",3,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,NA,"0","BBWAA",0.28,0.338,1255,0.394,"0",0,33.9,3,"2B"
